,plot,director,actors,rated,genre,imdb_rating,title
321,"This Oscar nominated film is the story of two men who are opposites, one gay, the other straight, one a fierce communist, the other a fierce individualist, one suspicious, the other accepting, and how they come to love each other.","Tomás Gutiérrez Alea, Juan Carlos Tabío","Jorge Perugorría, Vladimir Cruz, Mirta Ibarra, Francisco Gattorno",R,"Comedy, Drama, Romance",7.5,Strawberry and Chocolate
322,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",George Huang,"Kevin Spacey, Frank Whaley, Michelle Forbes, Benicio Del Toro",R,"Comedy, Crime",7.1,Swimming with Sharks
324,"A widowed father has to deal with two complex issues: while he is searching for ""Miss Right,"" his son, who is in his 20s and gay, is searching for ""Mr. Right.""","Geoff Burton, Kevin Dowling","Jack Thompson, Russell Crowe, John Polson, Deborah Kennedy",R,"Comedy, Drama",7.4,The Sum of Us
325,"While on detention, a group of misfits and slackers have to write a letter to the President explaining what is wrong with the education system. There is only one problem, the President ...",Kelly Makin,"Matt Frewer, Valerie Mahaffey, Lawrence Dane, Tommy Chong",R,"Adventure, Comedy",5.6,Senior Trip
326,"After Fugui and Jiazhen lose their personal fortunes, they raise a family and survive difficult cultural changes during 1940s to 1970s China.",Yimou Zhang,"You Ge, Li Gong, Ben Niu, Wu Jiang",NOT RATED,"Drama, War",8.3,To Live
327,"A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.",Rachel Talalay,"Lori Petty, Ice-T, Naomi Watts, Don Harvey",R,"Action, Comedy, Sci-Fi",5.3,Tank Girl
328,A man on the run is hunted by a demon known as the Collector.,Ernest R. Dickerson,"John Kassir, Billy Zane, William Sadler, Jada Pinkett Smith",R,"Action, Fantasy, Horror",6.7,Tales from the Crypt: Demon Knight
329,"With the help of long presumed dead Captain Kirk, Captain Picard must prevent a renegade scientist willing to murder on a planetary scale in order to enter a space matrix.",David Carson,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",PG,"Action, Adventure, Mystery",6.6,Star Trek: Generations
330,A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,Rusty Cundieff,"Clarence Williams III, Joe Torry, De'aundre Bonds, Samuel Monroe Jr.",R,"Crime, Horror, Thriller",6.2,Tales from the Hood
331,"In 1915, T.S. (Tom) Eliot and Vivienne Haigh-Wood elope, but her longstanding gynecological and emotional problems disrupt their planned honeymoon. Her father is angry because Tom's poetry ...",Brian Gilbert,"Willem Dafoe, Miranda Richardson, Rosemary Harris, Tim Dutton",PG-13,"Biography, Drama, Romance",6.5,Tom & Viv
332,A small town's women give birth to unfriendly alien children posing as humans.,John Carpenter,"Christopher Reeve, Kirstie Alley, Linda Kozlowski, Michael Paré",R,"Horror, Sci-Fi, Thriller",5.6,Village of the Damned
333,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",Peter Segal,"Chris Farley, David Spade, Brian Dennehy, Bo Derek",PG-13,"Adventure, Comedy",7.1,Tommy Boy
334,"New York actors rehearse Chekhov's ""Uncle Vanya"" in a dilapidated theatre.",Louis Malle,"Phoebe Brand, Lynn Cohen, George Gaynes, Jerry Mayer",PG,"Comedy, Drama, Romance",7.5,Vanya on 42nd Street
335,A recovering gambling addict attempts to reconcile with his family and friends but finds trouble and temptation when caught between feelings for his ex-wife and her dangerous hoodlum boyfriend.,Steven Soderbergh,"Peter Gallagher, Alison Elliott, William Fichtner, Adam Trese",R,"Crime, Thriller",6.2,The Underneath
336,"In 1972 Vietnam, a group of United States Marines are sent in to rescue several POW officers. The Landing Zone (LZ) which should have been ""cold"" actually turns out to indeed be very ""hot"" ...",Preston A. Whitmore II,"Allen Payne, Eddie Griffin, Joe Morton, Vonte Sweet",R,"Drama, War",4.8,The Walking Dead
337,"After his father's death, Gilbert has to care for his mentally disabled brother, Arnie, and his morbidly obese mother, which is suddenly challenged when love walks into his life.",Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen",PG-13,Drama,7.8,What's Eating Gilbert Grape
338,"When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror.",Brett Leonard,"Denzel Washington, Kelly Lynch, Russell Crowe, Stephen Spinella",R,"Action, Crime, Sci-Fi",5.6,Virtuosity
339,A hopeless romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle",PG,"Comedy, Drama, Romance",6.7,While You Were Sleeping
340,"Vietnam War vet Stephen Simmons must deal with a war of a different sort between his son and their friends, and a rival group of children. He also must deal with his own personal and ...",Jon Avnet,"Elijah Wood, Kevin Costner, Mare Winningham, Lexi Randall",PG-13,Drama,6.7,The War
341,"Twenty-two year old Chinese-Canadian Jade Li comes from a traditional Chinese family, who try to put on the perfect public persona at all cost so as to ""save face"". One primary part of this...",Mina Shum,"Sandra Oh, Stephen Chang, Alannah Ong, Donald Fong",PG-13,"Drama, Romance",7.2,Double Happiness
342,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",P.J. Hogan,"Sophie Lee, Roz Hammond, Toni Collette, Belinda Jarrett",R,"Comedy, Drama",7.2,Muriel's Wedding
343,Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,Melanie Mayron,"Schuyler Fisk, Bre Blair, Rachael Leigh Cook, Larisa Oleynik",PG,"Comedy, Drama, Family",5.8,The Baby-Sitters Club
344,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,Tom Shadyac,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc",PG-13,Comedy,6.9,Ace Ventura: Pet Detective
345,Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,Stephan Elliott,"Hugo Weaving, Guy Pearce, Terence Stamp, Rebel Penfold-Russell",R,"Comedy, Music",7.5,"The Adventures of Priscilla, Queen of the Desert"
346,"A dramatization of the Hamburg, Germany phase of The Beatles' early history.",Iain Softley,"Sheryl Lee, Stephen Dorff, Ian Hart, Gary Bakewell",R,"Biography, Drama, Music",6.7,Backbeat
347,"After hearing stories of her, a passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.",Roman Polanski,"Peter Coyote, Emmanuelle Seigner, Hugh Grant, Kristin Scott Thomas",R,"Drama, Romance, Thriller",7.2,Bitter Moon
348,"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",Woody Allen,"John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri",R,"Comedy, Crime",7.5,Bullets Over Broadway
349,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida",PG-13,"Action, Crime, Drama",6.9,Clear and Present Danger
350,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,Joel Schumacher,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia",PG-13,"Crime, Drama, Mystery",6.7,The Client
351,"In 1959, a widower hires a kindly housekeeper/nanny to care for his seven-year-old daughter.",Jessie Nelson,"Noreen Hennessey, Lucy Webb, Erica Yohn, Tina Majorino",PG,"Comedy, Drama, Romance",6.5,"Corrina, Corrina"
352,"Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.",Spike Lee,"Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris",PG-13,"Comedy, Drama",6.9,Crooklyn
353,A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.,Alex Proyas,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott",R,"Action, Drama, Fantasy",7.6,The Crow
354,A reporter hired to write the 'official' biography of Ty Cobb discovers just how dark the baseball legend's real story is.,Ron Shelton,"Tommy Lee Jones, Robert Wuhl, Lolita Davidovich, Ned Bellamy",R,"Biography, Drama, Sport",6.5,Cobb
355,"In this live-action feature of the cartoon show, Fred Flintstone finally gets the job he's always wanted, but it may just come at a price.",Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell",PG,"Comedy, Family, Fantasy",4.8,The Flintstones
356,"The presidencies of Kennedy and Johnson, Vietnam, Watergate, and other history unfold through the perspective of an Alabama man with an IQ of 75.",Robert Zemeckis,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys",PG-13,"Drama, Romance",8.8,Forrest Gump
357,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",Mike Newell,"Hugh Grant, James Fleet, Simon Callow, John Hannah",R,"Comedy, Drama, Romance",7.1,Four Weddings and a Funeral
358,"People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus.",John Singleton,"Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly",R,"Crime, Drama, Romance",6.5,Higher Learning
360,Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.,Charles Shyer,"Nick Nolte, Julia Roberts, Saul Rubinek, James Rebhorn",PG,"Action, Comedy, Romance",5.2,I Love Trouble
361,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,Andrew Bergman,"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce",PG,"Comedy, Drama, Romance",6.3,It Could Happen to You
362,"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wolves, and how he becomes king of the jungle.",Stephen Sommers,"Jason Scott Lee, Cary Elwes, Lena Headey, Sam Neill",PG,"Adventure, Family, Romance",6.0,The Jungle Book
363,"A documentary about the life and work of Leni Riefenstahl, a German film director most notorious for making the most effective propaganda films for the Nazis.",Ray Müller,"Leni Riefenstahl, Marlene Dietrich, Walter Frentz, Joseph Goebbels",N/A,"Documentary, Biography, History",8.0,"The Wonderful, Horrible Life of Leni Riefenstahl"
364,"A Lion cub crown prince is tricked by a treacherous uncle into thinking he caused his father's death and flees into exile in despair, only to learn in adulthood his identity and his responsibilities.","Roger Allers, Rob Minkoff","Rowan Atkinson, Matthew Broderick, Niketa Calame-Harris, Jim Cummings",G,"Animation, Adventure, Drama",8.5,The Lion King
365,"Lama Norbu comes to Seattle in search of the reincarnation of his dead teacher, Lama Dorje. His search leads him to young Jesse Conrad, Raju, a waif from Kathmandu, and an upper class ...",Bernardo Bertolucci,"Keanu Reeves, Ruocheng Ying, Chris Isaak, Alex Wiesendanger",PG,Drama,6.0,Little Buddha
366,A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,Wes Craven,"Jeff Davis, Heather Langenkamp, Miko Hughes, Matt Winston",R,"Fantasy, Horror, Mystery",6.4,New Nightmare
367,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,Chuck Russell,"Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck",PG-13,"Comedy, Fantasy",6.9,The Mask
368,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",Richard Donner,"Mel Gibson, Jodie Foster, James Garner, Graham Greene",PG,"Action, Adventure, Comedy",7.0,Maverick
369,"Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.",Alan Rudolph,"Jennifer Jason Leigh, Campbell Scott, Matthew Broderick, Peter Gallagher",R,"Biography, Drama",6.4,Mrs. Parker and the Vicious Circle
370,Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,Peter Segal,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson",PG-13,"Comedy, Crime",6.5,Naked Gun 33 1/3: The Final Insult
371,"New York City tabloid Editor Henry is faced with tough decisions while he faces several serious life challenges, and a tempting job offer.",Ron Howard,"Michael Keaton, Robert Duvall, Glenn Close, Marisa Tomei",R,"Comedy, Drama",6.6,The Paper
372,"A documentary filmmaker and her fellow Gen X graduates face life after college, looking for work and love in Houston.",Ben Stiller,"Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn",PG-13,"Comedy, Drama, Romance",6.6,Reality Bites
373,"Upon arriving to a small town, a drifter is mistaken for a hitman, but when the real hitman arrives, complications ensue.",John Dahl,"Nicolas Cage, Craig Reay, Vance Johnson, Robert Apel",R,"Crime, Drama, Thriller",7.0,Red Rock West
374,A rich young boy finds his family targeted in an inside job and must use his cunning to save them.,Donald Petrie,"Macaulay Culkin, John Larroquette, Edward Herrmann, Christine Ebersole",PG,"Comedy, Family",5.3,Ri¢hie Ri¢h
375,A mother with seven sons feels like she's losing control of her life and her family. But personal pain and a troubled marriage fade into the background as news comes that one of her sons ...,Robert Allan Ackerman,"Susan Sarandon, Nick Stahl, Sam Shepard, Marcia Gay Harden",PG-13,Drama,6.4,Safe Passage
